email,full_name,contact,degree,degree_score,type,job_post,aptitude_score,technical_score,personality_score,average_score,category,hr_id,date_of_interview
jacobmcmullen@gmail.com,Jacob Mcmullen,8417962694,be_btech,68,Fresher,Associate Engineer,62,63,87,71,1,hr2,2004-11-09
annetteflorentino@gmail.com,Annette Florentino,8176836757,be_btech,75,Fresher,Associate Engineer,56,39,42,46,0,hr2,2004-11-09
maryettafisk@gmail.com,Maryetta Fisk,8413710074,be_btech,78,Fresher,Associate Engineer,1,81,60,48,0,hr2,2004-11-09
iancampbell@gmail.com,Ian Campbell,8262447411,be_btech,79,Fresher,Associate Engineer,59,84,37,60,0,hr2,2004-11-09
dorisearl@gmail.com,Doris Earl,8089640256,be_btech,90,Fresher,Associate Engineer,56,64,65,62,0,hr2,2004-11-09
eldaharris@gmail.com,Elda Harris,8183263080,be_btech,64,Fresher,Associate Engineer,34,71,89,65,0,hr2,2004-11-09
adelatrotter@gmail.com,Adela Trotter,8000574684,be_btech,67,Fresher,Associate Engineer,61,51,82,65,0,hr2,2004-11-09
romeliakirchoff@gmail.com,Romelia Kirchoff,8010190737,be_btech,77,Fresher,Associate Engineer,73,40,44,53,0,hr2,2004-11-09
tyronebaldridge@gmail.com,Tyrone Baldridge,8773958852,be_btech,79,Fresher,Associate Engineer,4,38,49,31,0,hr_prem,2005-10-21
adamking@gmail.com,Adam King,8586907801,be_btech,91,Fresher,Associate Engineer,35,89,67,64,0,hr_prem,2005-10-21
alanwagner@gmail.com,Alan Wagner,8507088475,be_btech,71,Fresher,Associate Engineer,34,70,76,60,0,hr_prem,2005-10-21
megancano@gmail.com,Megan Cano,8109543303,be_btech,99,Fresher,Associate Engineer,73,67,90,77,1,hr_prem,2005-10-21
ronalddwyer@gmail.com,Ronald Dwyer,8733895676,be_btech,83,Fresher,Associate Engineer,37,65,65,56,0,hr_prem,2005-10-21
frederickturner@gmail.com,Frederick Turner,8152696004,be_btech,81,Fresher,Associate Engineer,4,65,67,46,0,hr_prem,2005-10-21
mariaokamoto@gmail.com,Maria Okamoto,7970096121,be_btech,67,Fresher,Associate Engineer,44,89,89,74,1,hr_prem,2005-10-21
timothybrantley@gmail.com,Timothy Brantley,8778695403,be_btech,75,Fresher,Associate Engineer,88,65,75,76,1,hr_prem,2005-10-21
ernestoschaffert@gmail.com,Ernesto Schaffert,8779953615,be_btech,68,Fresher,Associate Engineer,24,81,51,52,0,hr_prem,2005-10-21
jamesknox@gmail.com,James Knox,8279535041,be_btech,86,Fresher,Associate Engineer,15,61,76,51,0,hr_prem,2005-10-21
felicialepore@gmail.com,Felicia Lepore,8274734323,be_btech,99,Fresher,Associate Engineer,75,57,84,72,1,hr_prem,2005-10-21
jennifersterling@gmail.com,Jennifer Sterling,8097278370,be_btech,65,Fresher,Associate Engineer,41,76,87,68,0,hr_prem,2005-10-21
paulaevans@gmail.com,Paula Evans,8646573484,be_btech,66,Fresher,Associate Engineer,92,30,71,65,0,hr_prem,2005-10-21
leahwalker@gmail.com,Leah Walker,8780548702,be_btech,91,Fresher,Associate Engineer,82,34,71,63,0,hr_prem,2005-10-21
sammyblackburn@gmail.com,Sammy Blackburn,8544969253,be_btech,81,Fresher,Associate Engineer,65,66,37,56,0,hr_prem,2005-10-21
veronicajung@gmail.com,Veronica Jung,8566488871,be_btech,83,Fresher,Associate Engineer,71,86,56,71,1,hr_prem,2005-10-21
maryaustin@gmail.com,Mary Austin,8540956711,be_btech,81,Fresher,Associate Engineer,28,76,55,53,0,hr_prem,2005-10-21
lorabryan@gmail.com,Lora Bryan,8167792444,be_btech,61,Fresher,Associate Engineer,28,57,71,52,0,hr_prem,2005-10-21
lisadavis@gmail.com,Lisa Davis,7984791267,be_btech,90,Fresher,Associate Engineer,12,31,31,25,0,hr_prem,2005-10-21
theresaedwards@gmail.com,Theresa Edwards,8197109144,be_btech,89,Fresher,Associate Engineer,26,69,69,55,0,hr_prem,2005-10-21
rhodatillman@gmail.com,Rhoda Tillman,8027287185,be_btech,82,Fresher,Associate Engineer,23,48,49,40,0,hr_prem,2005-10-21
lindahorn@gmail.com,Linda Horn,7983317973,be_btech,91,Fresher,Associate Engineer,10,58,89,53,0,hr_prem,2005-10-21
byronhicks@gmail.com,Byron Hicks,8272171235,be_btech,70,Fresher,Associate Engineer,35,40,84,53,0,hr_prem,2005-10-21
christinagiardina@gmail.com,Christina Giardina,8088394237,be_btech,77,Fresher,Associate Engineer,70,71,84,75,1,hr_prem,2005-10-21
donnabecton@gmail.com,Donna Becton,8175808163,be_btech,90,Fresher,Associate Engineer,66,46,91,68,0,hr_prem,2005-10-21
davidscheffler@gmail.com,David Scheffler,8441742879,be_btech,97,Fresher,Associate Engineer,4,72,31,36,0,hr_prem,2005-10-21
mariawest@gmail.com,Maria West,8640296500,be_btech,62,Fresher,Associate Engineer,53,37,92,61,0,hr_prem,2005-10-21
felixsutton@gmail.com,Felix Sutton,7961465584,be_btech,63,Fresher,Associate Engineer,15,82,35,44,0,hr_prem,2005-10-21
bernardbray@gmail.com,Bernard Bray,8149217218,be_btech,61,Fresher,Associate Engineer,88,65,78,77,1,hr_prem,2005-10-21
kevinturgeon@gmail.com,Kevin Turgeon,8719034172,be_btech,99,Fresher,Associate Engineer,53,89,60,68,0,hr_prem,2005-10-21
georgemoore@gmail.com,George Moore,8493585333,be_btech,84,Fresher,Associate Engineer,46,65,39,50,0,hr_prem,2005-10-21
phyllisholden@gmail.com,Phyllis Holden,8360128586,be_btech,73,Fresher,Associate Engineer,79,39,52,57,0,hr_prem,2005-10-21
kelleywilson@gmail.com,Kelley Wilson,8382603996,be_btech,90,Fresher,Associate Engineer,39,89,58,62,0,hr_prem,2005-10-21
maureenharr@gmail.com,Maureen Harr,8058358576,be_btech,98,Fresher,Associate Engineer,22,82,69,58,0,hr_prem,2005-10-21
victoriahorton@gmail.com,Victoria Horton,8634101750,be_btech,73,Fresher,Associate Engineer,70,67,46,61,0,hr_prem,2005-10-21
daisyparker@gmail.com,Daisy Parker,8189215927,be_btech,84,Fresher,Associate Engineer,59,65,38,54,0,hr_prem,2005-10-21
rolandophillips@gmail.com,Rolando Phillips,8320016135,be_btech,74,Fresher,Associate Engineer,3,61,61,42,0,hr_prem,2005-10-21
peterpeterson@gmail.com,Peter Peterson,8393198903,be_btech,84,Fresher,Associate Engineer,32,37,54,41,0,hr_prem,2005-10-21
edithwoolsey@gmail.com,Edith Woolsey,8418121598,be_btech,98,Fresher,Associate Engineer,79,49,92,74,0,hr_prem,2005-10-21
richardbeller@gmail.com,Richard Beller,8529859149,be_btech,89,Fresher,Associate Engineer,7,44,84,45,0,hr_prem,2005-10-21
janethern@gmail.com,Janet Hern,8427433587,be_btech,72,Fresher,Associate Engineer,63,84,53,67,0,hr_prem,2005-10-21
myrnaking@gmail.com,Myrna King,7878317935,be_btech,82,Fresher,Associate Engineer,57,85,62,68,0,hr_prem,2005-10-21
andraota@gmail.com,Andra Ota,8191766039,be_btech,89,Fresher,Associate Engineer,63,36,40,47,0,hr_prem,2005-10-21
patriciahartman@gmail.com,Patricia Hartman,8154411806,be_btech,77,Fresher,Associate Engineer,70,49,36,52,0,hr_prem,2005-10-21
leoncimino@gmail.com,Leon Cimino,8186292116,be_btech,66,Fresher,Associate Engineer,65,36,81,61,0,hr_prem,2005-10-21
yolandaoliva@gmail.com,Yolanda Oliva,8663436448,be_btech,80,Fresher,Associate Engineer,38,65,51,52,0,hr_prem,2005-10-21
traceyyoung@gmail.com,Tracey Young,8298700308,be_btech,73,Fresher,Associate Engineer,21,74,93,63,0,hr_prem,2005-10-21
melindabryan@gmail.com,Melinda Bryan,8212176665,be_btech,96,Fresher,Associate Engineer,48,86,85,73,1,hr_prem,2005-10-21
minnieboisvert@gmail.com,Minnie Boisvert,8360862536,be_btech,65,Fresher,Associate Engineer,59,60,83,68,0,hr_prem,2005-10-21
wandabryant@gmail.com,Wanda Bryant,8629676965,be_btech,92,Fresher,Associate Engineer,5,77,93,59,0,hr_prem,2005-10-21
kimberlyhogue@gmail.com,Kimberly Hogue,8269160463,be_btech,63,Fresher,Associate Engineer,35,79,66,60,0,hr_prem,2005-10-21
jamesjackson@gmail.com,James Jackson,8602679052,be_btech,92,Fresher,Associate Engineer,67,65,54,62,0,hr_prem,2005-10-21
terrykaplan@gmail.com,Terry Kaplan,8497591433,be_btech,82,Fresher,Associate Engineer,84,72,63,73,1,hr_prem,2005-10-21
robertmccully@gmail.com,Robert Mccully,8758986340,be_btech,93,Fresher,Associate Engineer,64,47,85,66,0,hr_prem,2005-10-21
christopherharris@gmail.com,Christopher Harris,8274090617,be_btech,72,Fresher,Associate Engineer,89,58,90,79,1,hr_prem,2005-10-21
christopherwinston@gmail.com,Christopher Winston,8302640798,be_btech,83,Fresher,Associate Engineer,6,63,92,54,0,hr_prem,2005-10-21
williamchestnut@gmail.com,William Chestnut,7986201895,be_btech,73,Fresher,Associate Engineer,100,75,32,69,0,hr_prem,2005-10-21
efrainzavala@gmail.com,Efrain Zavala,7954859999,be_btech,91,Fresher,Associate Engineer,7,89,62,53,0,hr_prem,2005-10-21
williamfoote@gmail.com,William Foote,8481968163,be_btech,66,Fresher,Associate Engineer,20,46,58,42,0,hr_prem,2005-10-21
emilyjaegers@gmail.com,Emily Jaegers,8441863711,be_btech,91,Fresher,Associate Engineer,33,68,87,63,0,hr_prem,2005-10-21
murielkerr@gmail.com,Muriel Kerr,8671547072,be_btech,95,Fresher,Associate Engineer,14,60,31,35,0,hr_prem,2005-10-21
claytonramirez@gmail.com,Clayton Ramirez,8021586323,be_btech,92,Fresher,Associate Engineer,59,32,51,48,0,hr_asim,2006-07-10
rubenlambert@gmail.com,Ruben Lambert,7912752525,be_btech,65,Fresher,Associate Engineer,90,57,32,60,0,hr_asim,2006-07-10
theresamaltie@gmail.com,Theresa Maltie,8674725771,be_btech,89,Fresher,Associate Engineer,85,52,69,69,0,hr_asim,2006-07-10
frankgunderson@gmail.com,Frank Gunderson,7876421765,be_btech,90,Fresher,Associate Engineer,19,61,65,49,0,hr_asim,2006-07-10
blairsteed@gmail.com,Blair Steed,8717547775,be_btech,78,Fresher,Associate Engineer,22,61,80,55,0,hr_asim,2006-07-10
kimberleycohen@gmail.com,Kimberley Cohen,8039983087,be_btech,64,Fresher,Associate Engineer,72,85,90,83,1,hr_asim,2006-07-10
cynthiapayne@gmail.com,Cynthia Payne,8407477656,be_btech,66,Fresher,Associate Engineer,77,54,89,74,1,hr_asim,2006-07-10
arlenegillespie@gmail.com,Arlene Gillespie,8234495212,be_btech,67,Fresher,Associate Engineer,26,88,73,63,0,hr_asim,2006-07-10
dorcaswilliams@gmail.com,Dorcas Williams,8668828924,be_btech,87,Fresher,Associate Engineer,83,85,39,69,0,hr_asim,2006-07-10
nicholasstancil@gmail.com,Nicholas Stancil,8490656164,be_btech,77,Fresher,Associate Engineer,76,30,78,62,0,hr_asim,2006-07-10
lorrieckman@gmail.com,Lorri Eckman,8365143955,be_btech,89,Fresher,Associate Engineer,57,70,41,56,0,hr_asim,2006-07-10
davidwood@gmail.com,David Wood,8584116867,be_btech,79,Fresher,Associate Engineer,6,60,79,49,0,hr_asim,2006-07-10
mariabourget@gmail.com,Maria Bourget,7889414953,be_btech,64,Fresher,Associate Engineer,6,30,92,43,0,hr_asim,2006-07-10
georgegotch@gmail.com,George Gotch,8232048088,be_btech,90,Fresher,Associate Engineer,55,74,84,71,1,hr_asim,2006-07-10
lloydford@gmail.com,Lloyd Ford,8008368177,be_btech,67,Fresher,Associate Engineer,71,58,48,59,0,hr_asim,2006-07-10
jackjohnson@gmail.com,Jack Johnson,8196582587,be_btech,78,Fresher,Associate Engineer,76,63,45,62,0,hr_asim,2006-07-10
angelbaker@gmail.com,Angel Baker,8626880941,be_btech,64,Fresher,Associate Engineer,3,68,52,41,0,hr_asim,2006-07-10
nelliebaker@gmail.com,Nellie Baker,8329961714,be_btech,96,Fresher,Associate Engineer,67,76,84,76,1,hr_asim,2006-07-10
lisamuller@gmail.com,Lisa Muller,8203030537,be_btech,88,Fresher,Associate Engineer,5,85,86,59,0,hr_asim,2006-07-10
brianburch@gmail.com,Brian Burch,8505516304,be_btech,73,Fresher,Associate Engineer,0,59,32,31,0,hr_asim,2006-07-10
terrygutierrez@gmail.com,Terry Gutierrez,8379173642,be_btech,70,Fresher,Associate Engineer,18,67,60,49,0,hr_asim,2006-07-10
sharonjones@gmail.com,Sharon Jones,8029815817,be_btech,72,Fresher,Associate Engineer,24,80,80,62,0,hr_asim,2006-07-10
ednawilliams@gmail.com,Edna Williams,8571199087,be_btech,93,Fresher,Associate Engineer,5,55,41,34,0,hr_asim,2006-07-10
jamesdodson@gmail.com,James Dodson,8470797893,be_btech,91,Fresher,Associate Engineer,4,66,31,34,0,hr_asim,2006-07-10
kathyharris@gmail.com,Kathy Harris,8718832833,be_btech,98,Fresher,Associate Engineer,33,55,66,52,0,hr_asim,2006-07-10
neilsheckler@gmail.com,Neil Sheckler,8277755657,be_btech,61,Fresher,Associate Engineer,36,57,49,48,0,hr_asim,2006-07-10
staceypostell@gmail.com,Stacey Postell,8022569323,be_btech,93,Fresher,Associate Engineer,12,54,82,50,0,hr_asim,2006-07-10
donnacross@gmail.com,Donna Cross,7886365891,be_btech,94,Fresher,Associate Engineer,78,40,60,60,0,hr_asim,2006-07-10
lynnebrown@gmail.com,Lynne Brown,8131314612,be_btech,64,Fresher,Associate Engineer,8,34,66,36,0,hr_asim,2006-07-10
roberthambric@gmail.com,Robert Hambric,8462273154,be_btech,98,Fresher,Associate Engineer,59,75,50,62,0,hr_asim,2006-07-10
ernestoparmley@gmail.com,Ernesto Parmley,8384858510,be_btech,65,Fresher,Associate Engineer,48,60,84,64,0,hr_asim,2006-07-10
kristimooney@gmail.com,Kristi Mooney,7918912553,be_btech,65,Fresher,Associate Engineer,43,54,45,48,0,hr_asim,2006-07-10
billyjung@gmail.com,Billy Jung,8587713150,be_btech,94,Fresher,Associate Engineer,81,35,50,56,0,hr_asim,2006-07-10
richardmillion@gmail.com,Richard Million,8610908561,be_btech,99,Fresher,Associate Engineer,42,89,63,65,0,hr_asim,2006-07-10
tracysangi@gmail.com,Tracy Sangi,8632260795,be_btech,81,Fresher,Associate Engineer,74,30,73,59,0,hr_asim,2006-07-10
carlosyoung@gmail.com,Carlos Young,8132931541,be_btech,76,Fresher,Associate Engineer,51,65,90,69,0,hr_asim,2006-07-10
jannaharris@gmail.com,Janna Harris,8114026311,be_btech,96,Fresher,Associate Engineer,77,79,95,84,1,hr_asim,2006-07-10
idaholman@gmail.com,Ida Holman,8074559518,be_btech,78,Fresher,Associate Engineer,53,80,34,56,0,hr_asim,2006-07-10
ednahodge@gmail.com,Edna Hodge,8759843701,be_btech,74,Fresher,Associate Engineer,83,51,34,56,0,hr_asim,2006-07-10
sandrapurdy@gmail.com,Sandra Purdy,8011324904,be_btech,86,Fresher,Associate Engineer,93,47,84,75,1,hr_asim,2006-07-10
lestergaytan@gmail.com,Lester Gaytan,8518599969,be_btech,87,Fresher,Associate Engineer,51,41,39,44,0,hr_asim,2006-07-10
kennethgigliotti@gmail.com,Kenneth Gigliotti,8054753539,be_btech,83,Fresher,Associate Engineer,13,72,53,46,0,hr_asim,2006-07-10
teresamartinez@gmail.com,Teresa Martinez,8232492474,be_btech,70,Fresher,Associate Engineer,67,54,46,56,0,hr_asim,2006-07-10
kristinaburbridge@gmail.com,Kristina Burbridge,7992612257,be_btech,86,Fresher,Associate Engineer,31,67,35,45,0,hr_asim,2006-07-10
ingridreid@gmail.com,Ingrid Reid,8476546401,be_btech,62,Fresher,Associate Engineer,24,40,58,41,0,hr_asim,2006-07-10
rayelockhart@gmail.com,Raye Lockhart,8005855975,be_btech,68,Fresher,Associate Engineer,18,37,77,44,0,hr_asim,2006-07-10
tiffanylangholz@gmail.com,Tiffany Langholz,8609066838,be_btech,93,Fresher,Associate Engineer,0,48,50,33,0,hr_asim,2006-07-10
cherylmyers@gmail.com,Cheryl Myers,8680156274,be_btech,62,Fresher,Associate Engineer,87,36,94,73,1,hr_asim,2006-07-10
alexandersoto@gmail.com,Alexander Soto,8125357013,be_btech,75,Fresher,Associate Engineer,68,78,82,76,1,hr_asim,2006-07-10
shelleybyrd@gmail.com,Shelley Byrd,8520998741,be_btech,87,Fresher,Associate Engineer,53,40,86,60,0,hr_asim,2006-07-10
ryanartis@gmail.com,Ryan Artis,8281927092,be_btech,98,Fresher,Associate Engineer,90,77,45,71,1,hr_asim,2006-07-10
annwilliams@gmail.com,Ann Williams,8048146216,be_btech,66,Fresher,Associate Engineer,93,74,51,73,1,hr_asim,2006-07-10
larryeugene@gmail.com,Larry Eugene,8228691931,be_btech,67,Fresher,Associate Engineer,67,42,47,52,0,hr_asim,2006-07-10
ruthbruner@gmail.com,Ruth Bruner,8016071917,be_btech,72,Fresher,Associate Engineer,7,84,74,55,0,hr_asim,2006-07-10
amyrivera@gmail.com,Amy Rivera,8071366891,be_btech,83,Fresher,Associate Engineer,98,62,32,64,0,hr_asim,2006-07-10
wayneyoung@gmail.com,Wayne Young,7963460971,be_btech,88,Fresher,Associate Engineer,82,77,34,65,0,hr_asim,2006-07-10
josephjay@gmail.com,Joseph Jay,8268815664,be_btech,81,Fresher,Associate Engineer,36,53,66,52,0,hr_asim,2006-07-10
davidsees@gmail.com,David Sees,8230529284,be_btech,67,Fresher,Associate Engineer,97,36,53,62,0,hr_asim,2006-07-10
tomkilleen@gmail.com,Tom Killeen,8651569837,be_btech,92,Fresher,Associate Engineer,40,44,71,52,0,hr_asim,2006-07-10
sandrahoover@gmail.com,Sandra Hoover,7895808782,be_btech,95,Fresher,Associate Engineer,26,87,30,48,0,hr_asim,2006-07-10
larrymyers@gmail.com,Larry Myers,7965586495,be_btech,92,Fresher,Associate Engineer,50,36,87,58,0,hr_asim,2006-07-10
irenebeck@gmail.com,Irene Beck,8269832546,be_btech,81,Fresher,Associate Engineer,86,30,70,62,0,hr_asim,2006-07-10
maxinelee@gmail.com,Maxine Lee,8211739288,be_btech,73,Fresher,Associate Engineer,92,88,38,73,1,hr_asim,2006-07-10
timothyfain@gmail.com,Timothy Fain,8303674646,be_btech,87,Fresher,Associate Engineer,19,73,43,45,0,hr_asim,2006-07-10
brittanypatterson@gmail.com,Brittany Patterson,8668023259,be_btech,91,Fresher,Associate Engineer,9,31,93,45,0,hr_asim,2006-07-10
rubyeverett@gmail.com,Ruby Everett,8775253367,be_btech,67,Fresher,Associate Engineer,74,56,61,64,0,hr_asim,2006-07-10
raymondkaminski@gmail.com,Raymond Kaminski,8671740407,be_btech,83,Fresher,Associate Engineer,21,63,55,47,0,hr_asim,2006-07-10
minnietwitty@gmail.com,Minnie Twitty,8489149086,be_btech,80,Fresher,Associate Engineer,51,81,94,76,1,hr_asim,2006-07-10
jessiebarry@gmail.com,Jessie Barry,8198755384,be_btech,79,Fresher,Associate Engineer,2,79,32,38,0,hr_asim,2006-07-10
stephenmelendez@gmail.com,Stephen Melendez,8055120208,be_btech,81,Fresher,Associate Engineer,84,51,83,73,1,hr_asim,2006-07-10
beverlywright@gmail.com,Beverly Wright,8425603556,be_btech,78,Fresher,Associate Engineer,91,37,36,55,0,hr_asim,2006-07-10
alfredlewis@gmail.com,Alfred Lewis,8462348195,be_btech,73,Fresher,Associate Engineer,83,53,52,63,0,hr_asim,2006-07-10
harryvalado@gmail.com,Harry Valado,7885586966,be_btech,79,Fresher,Associate Engineer,59,66,31,52,0,hr_asim,2006-07-10
luladiver@gmail.com,Lula Diver,7934796724,be_btech,67,Fresher,Associate Engineer,70,65,94,77,1,hr_asim,2006-07-10
miltonrobinson@gmail.com,Milton Robinson,7956287890,be_btech,68,Fresher,Associate Engineer,48,76,30,52,0,hr_asim,2006-07-10
michealturner@gmail.com,Micheal Turner,8442612866,be_btech,95,Fresher,Associate Engineer,55,71,60,62,0,hr_asim,2006-07-10
rebeccasmith@gmail.com,Rebecca Smith,8167817428,be_btech,74,Fresher,Associate Engineer,52,58,74,62,0,hr_asim,2006-07-10
wendysmith@gmail.com,Wendy Smith,7876234830,be_btech,80,Fresher,Associate Engineer,64,57,80,67,0,hr_asim,2006-07-10
juliacasto@gmail.com,Julia Casto,8610488469,be_btech,86,Fresher,Associate Engineer,28,46,42,39,0,hr_asim,2006-07-10
gerrycampbell@gmail.com,Gerry Campbell,8300423316,be_btech,90,Fresher,Associate Engineer,39,86,92,73,1,hr_asim,2006-07-10
davidgoldberg@gmail.com,David Goldberg,8406756309,be_btech,78,Fresher,Associate Engineer,64,37,33,45,0,hr_asim,2006-07-10
albertcannon@gmail.com,Albert Cannon,8351191410,be_btech,83,Fresher,Associate Engineer,25,73,54,51,0,hr_asim,2006-07-10
stephenmedrano@gmail.com,Stephen Medrano,8017610751,be_btech,75,Fresher,Associate Engineer,25,75,36,46,0,hr_asim,2006-07-10
kristinonusko@gmail.com,Kristin Onusko,7952454465,be_btech,82,Fresher,Associate Engineer,87,56,40,61,0,hr_asim,2006-07-10
lonnabeacham@gmail.com,Lonna Beacham,8118507783,be_btech,95,Fresher,Associate Engineer,58,37,50,49,0,hr_asim,2006-07-10
charlessalgado@gmail.com,Charles Salgado,8424162437,be_btech,76,Fresher,Associate Engineer,49,33,43,42,0,hr_asim,2006-07-10
shirleymensing@gmail.com,Shirley Mensing,8227056136,be_btech,62,Fresher,Associate Engineer,39,40,51,44,0,hr_asim,2006-07-10
shelleyharbin@gmail.com,Shelley Harbin,8536815753,be_btech,83,Fresher,Associate Engineer,9,73,58,47,0,hr_asim,2006-07-10
fredrickjohnson@gmail.com,Fredrick Johnson,8238933382,be_btech,76,Fresher,Associate Engineer,72,38,85,65,0,hr_asim,2006-07-10
katrinafox@gmail.com,Katrina Fox,8405807736,be_btech,70,Fresher,Associate Engineer,92,30,65,63,0,hr_asim,2006-07-10
benjaminmaddox@gmail.com,Benjamin Maddox,8590806707,be_btech,81,Fresher,Associate Engineer,54,66,48,56,0,hr_asim,2006-07-10
cindyrucker@gmail.com,Cindy Rucker,8487294205,be_btech,82,Fresher,Associate Engineer,84,58,50,64,0,hr_asim,2006-07-10
elizabethdrake@gmail.com,Elizabeth Drake,8037333187,be_btech,76,Fresher,Associate Engineer,64,35,51,50,0,hr_asim,2006-07-10
richardmatson@gmail.com,Richard Matson,8269184429,be_btech,71,Fresher,Associate Engineer,34,51,52,46,0,hr_asim,2006-07-10
jessicamiller@gmail.com,Jessica Miller,7952539815,be_btech,62,Fresher,Associate Engineer,37,69,73,60,0,hr_asim,2006-07-10
katiewilliams@gmail.com,Katie Williams,8054567317,be_btech,68,Fresher,Associate Engineer,41,80,42,55,0,hr_asim,2006-07-10
chrystalmartinez@gmail.com,Chrystal Martinez,7877144194,be_btech,66,Fresher,Associate Engineer,73,86,43,68,0,hr_asim,2006-07-10
candyborovec@gmail.com,Candy Borovec,8086191140,be_btech,97,Fresher,Associate Engineer,66,77,74,73,1,hr_asim,2006-07-10
johngalvan@gmail.com,John Galvan,7904154336,be_btech,74,Fresher,Associate Engineer,10,77,41,43,0,hr_asim,2006-07-10
johnrhoden@gmail.com,John Rhoden,8652313670,be_btech,69,Fresher,Associate Engineer,85,89,60,78,1,hr_asim,2006-07-10
colleengoodwin@gmail.com,Colleen Goodwin,8534532802,be_btech,77,Fresher,Associate Engineer,32,73,35,47,0,hr_asim,2006-07-10
williamhernandez@gmail.com,William Hernandez,8480071391,be_btech,74,Fresher,Associate Engineer,40,65,81,62,0,hr_asim,2006-07-10
hyunluker@gmail.com,Hyun Luker,8015252997,be_btech,67,Fresher,Associate Engineer,11,49,91,51,0,hr_asim,2006-07-10
suemccalmont@gmail.com,Sue Mccalmont,8276236187,be_btech,61,Fresher,Associate Engineer,96,80,50,76,1,hr_asim,2006-07-10
raymondtemple@gmail.com,Raymond Temple,8555810260,be_btech,76,Fresher,Associate Engineer,93,49,62,68,0,hr_asim,2006-07-10
jonkoch@gmail.com,Jon Koch,8273378423,be_btech,73,Fresher,Associate Engineer,68,87,59,72,1,hr_asim,2006-07-10
borishollowell@gmail.com,Boris Hollowell,7947352404,be_btech,92,Fresher,Associate Engineer,95,32,86,71,0,hr_asim,2006-07-10
melissamontes@gmail.com,Melissa Montes,7983168483,be_btech,84,Fresher,Associate Engineer,49,42,61,51,0,hr_asim,2006-07-10
ryancrosby@gmail.com,Ryan Crosby,8545785199,be_btech,82,Fresher,Associate Engineer,15,35,32,28,0,hr_asim,2006-07-10
cynthiaguidry@gmail.com,Cynthia Guidry,8233220131,be_btech,72,Fresher,Associate Engineer,13,63,33,37,0,hr_asim,2006-07-10
jenniferwallace@gmail.com,Jennifer Wallace,7978984338,be_btech,73,Fresher,Associate Engineer,45,37,84,56,0,hr_asim,2006-07-10
janicedeibel@gmail.com,Janice Deibel,8378676172,be_btech,71,Fresher,Associate Engineer,68,88,77,78,1,hr_asim,2006-07-10
jeffshort@gmail.com,Jeff Short,8533500645,be_btech,77,Fresher,Associate Engineer,67,77,38,61,0,hr_asim,2006-07-10
chrisbradshaw@gmail.com,Chris Bradshaw,8266234141,be_btech,80,Fresher,Associate Engineer,66,69,31,56,0,hr_asim,2006-07-10
jamesalcaraz@gmail.com,James Alcaraz,8036127814,be_btech,97,Fresher,Associate Engineer,89,70,88,83,1,hr_asim,2006-07-10
letajenkins@gmail.com,Leta Jenkins,7980014446,be_btech,80,Fresher,Associate Engineer,21,74,91,62,0,hr_asim,2006-07-10
daniellewilliams@gmail.com,Danielle Williams,8172059126,be_btech,62,Fresher,Associate Engineer,35,68,79,61,0,hr_asim,2006-07-10
gussielara@gmail.com,Gussie Lara,8695546226,be_btech,61,Fresher,Associate Engineer,39,45,66,50,0,hr_asim,2006-07-10
kennethmoore@gmail.com,Kenneth Moore,8231014873,be_btech,72,Fresher,Associate Engineer,12,38,87,46,0,hr_asim,2006-07-10
mosessulc@gmail.com,Moses Sulc,8308616335,be_btech,94,Fresher,Associate Engineer,13,40,37,30,0,hr_asim,2006-07-10
debbiewofford@gmail.com,Debbie Wofford,7947005310,be_btech,70,Fresher,Associate Engineer,62,34,74,57,0,hr_asim,2006-07-10
derrickwise@gmail.com,Derrick Wise,8727196542,be_btech,67,Fresher,Associate Engineer,96,74,80,84,1,hr_asim,2006-07-10
rogerhollingsworth@gmail.com,Roger Hollingsworth,8076534094,be_btech,85,Fresher,Associate Engineer,69,84,95,83,1,hr_asim,2006-07-10
robertbacklund@gmail.com,Robert Backlund,8435103174,be_btech,67,Fresher,Associate Engineer,85,38,54,59,0,hr_asim,2006-07-10
leahdevilla@gmail.com,Leah Devilla,8209257393,be_btech,94,Fresher,Associate Engineer,24,75,84,61,0,hr_asim,2006-07-10
timothycocke@gmail.com,Timothy Cocke,8589494268,be_btech,80,Fresher,Associate Engineer,90,46,67,68,0,hr_asim,2006-07-10
katrinaredick@gmail.com,Katrina Redick,8023849745,be_btech,67,Fresher,Associate Engineer,35,65,74,58,0,hr_asim,2006-07-10
blakeharris@gmail.com,Blake Harris,8117636519,be_btech,95,Fresher,Associate Engineer,79,46,65,64,0,hr_asim,2006-07-10
glindawillis@gmail.com,Glinda Willis,8127811836,be_btech,64,Fresher,Associate Engineer,18,89,54,54,0,hr_asim,2006-07-10
felipegore@gmail.com,Felipe Gore,8171419936,be_btech,63,Fresher,Associate Engineer,41,38,86,55,0,hr_asim,2006-07-10
lilliesutton@gmail.com,Lillie Sutton,8554174640,be_btech,87,Fresher,Associate Engineer,75,59,56,64,0,hr_asim,2006-07-10
jamiestelling@gmail.com,Jamie Stelling,8159334062,be_btech,73,Fresher,Associate Engineer,18,39,49,36,0,hr_asim,2006-07-10
mariekimball@gmail.com,Marie Kimball,8714004209,be_btech,63,Fresher,Associate Engineer,62,85,30,59,0,hr_asim,2006-07-10
